given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,cluster_id
lee,zogopoulos,61.0,woronorastreet,tourist park,coombabah,6107,nsw,19200609.0,3239855,87608,267
joshua,clarke,25.0,kingsford smith drive,,taigum,6108,vic,19961109.0,1596405,69109,268
vincen,luke,,du faur sctreet,ehwk,rose bay,4122,vic,19731223.0,5930785,56365,269
lachlq-njohn,rivers,5.0,perier place,oakdale,corio,4313,nsw,19960904.0,8009557,80197,270
hana,weaver,8.0,colvin street,,albury,6085,,19181111.0,9473856,57957,271
daniel,kluske,40.0,hawkesbury crescent,tritonu nits,oakhurst,3175,nsw,19820727.0,7413438,54500,272
kiandra,,2.0,gatliff place,rustenburg sth,girgarre,3995,qld,19801125.0,3328205,19179,273
grace,futcher,70.0,burt street,clear creek,mentone,6023,nsw,19361127.0,2331344,34740,274
melinda,sherin,9.0,conley d rive,,westmeaodws,3226,vic,19511104.0,9615557,93674,275
samara,willing,,,coolzinda,concord,3765,nsw,19600828.0,1045315,17927,276
benjamin,brakin,12.0,leahy close,elizabeth residential village,dover heights,2164,nsw,19240924.0,9191751,25093,277
lucy,shelley,43.0,longstaff street,agarabi,dover heights,4152,nsw,19100324.0,4322420,81199,278
shana,kowald,9.0,locn 24,dookie street,port macquarie,2568,sa,19200305.0,2522502,21278,279
jake,burnell,34.0,bennelong crescent,greta main,ivanhoe,5066,nsw,19170529.0,9639692,5623,280
coby,berry,72.0,heagney crescent,,cremorne,3078,vic,19260518.0,1390881,36102,281
,siemers,21.0,hopegood rplace,,auburn,5700,vic,19350122.0,2557455,72396,282
blake,bristow,12.0,archibald street,the willows,cleveland,2184,,19540515.0,9773077,21617,283
chloe,woodmansee,,gollan street,ettrick,renown park,4066,nsw,19181016.0,7475748,12334,284
alec,mason,18.0,barrie r treet,sec 443 bellamour,park hplme,2029,wa,19061024.0,5623275,41599,285
trentk,brni,40.0,madigan street,,ekibin,3196,nsw,19700723.0,7357958,45615,286
amber,kexel,49.0,daintree crescent,,new farm,4061,vic,,9952722,28662,287
crea,lauren,118.0,city walk,sit 9,atholp ark,3081,vic,19960613.0,1646449,61979,288
jade,dixon,202.0,leven street,francis ch ambers,toronto,3228,nsw,,5898510,54247,289
emiily,leslie,37.0,medley street,tamar arcade,athelstone,4380,sa,19900328.0,5816513,67942,290
george,riddell,79.0,knoke avenue,bonnie doon,manly vale,4405,sa,19360413.0,2523840,23534,291
white,jean-claude,75.0,noel ryangarden,,glengorwie,7081,nsw,19400918.0,9764411,62827,292
christian,berryman,3.0,coxstreet,bays hospital,sunshine,2513,qld,19890812.0,5492745,62472,293
ethan,vincdnt,2.0,o'connell street,canberra hse,urana,5108,tas,19510914.0,5305035,62325,294
joh,banelis,5.0,sexton smtreet,glenhurst,auburn,3140,vic,19981006.0,8328210,66239,295
hannah,bullock,115.0,mcaulay place,wathonga,salt ash,810,vic,19671103.0,9343222,56208,296
samuel,,464.0,warragamba avenue,alton hills,,5086,qld,19120212.0,8866520,98579,297
christian,colemn,312.0,anderson street,ngere,north sydney,2486,nsw,19851226.0,3498401,89887,298
jackson,prestia,29.0,priddle street,mirilla,graceville,3012,qld,19260601.0,5613219,65496,299
eliza,tiffin,8.0,brawn place,unt 19a,northbridge,2017,vic,19131019.0,9311089,79775,300
wilkins,zanke,,jervois street,cerbrus,coolroo,6208,nsw,19471017.0,7918563,83897,301
samantha,barol,11.0,albermarle place,young retirement village,clayton,3199,sa,19920307.0,9185902,76473,302
reece,lyden,4.0,cobar p lace,deergarden caravn park,marluan,2002,sa,19881122.0,2283302,9843,303
benjamin,mugo,302.0,peat plcae,arlington,franwton,4510,nsw,19101008.0,5994946,17356,133
sarah,green,37.0,kelleway avenue,allandale,marleston,6014,qld,19140908.0,6213427,5703,236
charlotte,poyntz,,heidelberg street,rainbow ridge,rose bay,2195,sa,19610502.0,4585131,29842,304
zachary,rees,4.0,hicks street,ferndale,camira,3016,vic,19660116.0,8690395,4034,305
madeleine,kingsley,43.0,tuross close,colooli village,,5107,nsw,19290406.0,4242245,486,306
trent,miles,10.0,ashby circuit,kilnacrott,come by chance,6239,nsw,19711119.0,1065749,52384,307
oliver,durnin,7.0,davies place,fairlane estate,paddington,2024,nsw,19380406.0,3903404,30874,308
jessica,smallacombe,43.0,eve pelace,ellerslee,nunawading,5504,vic,19060713.0,6942191,47634,309
annabel,coleman,3.0,thesiger court,,punchbowl,4370,nsw,19621002.0,2453001,75414,310
zac,crosswell,5.0,robertson street,,mount pleasant,3931,sa,19870929.0,5911092,42888,311
silas,laundy,19.0,pogney place,cumkillenbar,berwick,2444,qld,19651115.0,4501441,68881,312
zac,cresp,,nambucca street,,sandy bay,2768,vic,19761117.0,2624663,78895,313
nde,lodge,32.0,karuah street,,bundamba,2280,act,19510526.0,9020603,73181,314
colquhoun,chelsea,22.0,tillyard drive,rowethorpe,noarlunga downs,2800,nsw,19690220.0,4281779,76155,315
samuel,ryan,31.0,gossenstreet,allunga,brightwaters,3053,qld,19670118.0,5648286,15592,316
finlay,rivef,5.0,crisp circuit,kerse y' south,newstead,2071,vic,19111130.0,1094276,77264,317
lily,lillie-hinrichs,14.0,balsillie crescent,brindabella specialist centre,budgong,6164,nsw,19920421.0,5168585,43675,318
harry,gren,20.0,louisa lawsondcrescent,,bligh park,2560,wa,19790228.0,5349388,90976,319
meg,velzeboer,24.0,kosciusko avenue,homesite 3,labrador,3806,nsw,19690222.0,5490038,39711,320
dylan,campbell,,mackey plce,cypress garden,booval,2604,vic,19900718.0,4147733,47265,321
lily,sideris,16.0,hallstrom circuit,,,6012,nsw,19150910.0,9848730,47698,322
aprl,shephedrdson,2.0,oxley st reet,medical centre,warooka,4118,vic,19550216.0,5167601,5718,323
tara,whiteh,320.0,wintersmreet,yengola,wanneroo,3153,nsw,19460615.0,3244945,11924,324
alexadra,grosvenor,9.0,anembo street,glenlee,frankton,4818,nsw,19930305.0,2128447,87354,191
eri n,blaschke,196.0,napthali close,glenegale,chelsea heights,6126,nsw,19811127.0,3326156,94530,325
michel,wuchatsch,66.0,meehan garden,medical centre,diaenlla,4700,wa,19190110.0,1614304,38531,326
chloe,arneil,113.0,pulle street,,belmoot,4883,nsw,19951224.0,4389592,78827,327
christopher,vilums,14.0,tazewlel circuit,,gerogeyr,4754,sa,19851127.0,5181241,77129,328
eva,hand,54.0,clare dennis avenue,padgee,north st ives,4068,qld,19810622.0,9709613,12155,329
rxy,royle,1915.0,endeavour street,lake kennedy street,cowell,2580,nsw,19250529.0,3753041,61517,330
neumann,amner,6.0,mockridge crescent,rodkley,hendra,2630,nsw,19361130.0,9872778,65488,331
sam,bentham,1.0,narran street,lake chatsworth,westlake,2036,vic,,8928819,95710,332
,seehusesn,198.0,alfredihll drive,sun city resort,elwood,3496,vic,19440409.0,4444319,51971,333
jett,ryan,415.0,hansen circuit,strathmore vineyard,armidale,2261,wa,19930310.0,6151421,72796,334
nathan,priest,363.0,banks street,manresa,rosehill,4570,act,19160503.0,4665603,65604,99
mia,elwan,19.0,macgregorstreet,rosedale,belmont,4703,tas,19990330.0,9541559,6032,335
,mccarthy,24.0,castleton crescent,north avenue,torquay,2035,nsw,19390515.0,4754971,780,336
samantha,forshaw,24.0,mcmillan crescent,tarwong,thebarton,3178,nsw,19420906.0,8586903,50547,337
isabella,shadnley,57.0,fincham crqscent,wilga,thebarton,2642,nsw,19520602.0,5904872,70577,338
dale,ottens,44.0,antigua,bellchambers crescent,wingham,5290,sa,,8176920,51242,339
kaitlin,geud,81.0,sheaffe street,,cronunlla,3266,vci,19090903.0,2838932,33075,340
ammy,ryan,39.0,moodie street,st francks vlge,ballarat,4701,nsw,19841029.0,1163615,37858,341
amelia,hillavy,299.0,mackellar crescent,burnside,ashfield,2043,qld,19970102.0,2137478,50267,342
liam,trzcinski,117.0,jacobs street,,frankston,2198,nsw,19280418.0,8941279,51350,343
louis,kluske,40.0,hawkesbury crescent,tritonc jnits,oakhurst,3157,nsw,19820727.0,7413438,43403,344
jordan,stubbs,119.0,walker crescent,blue hills,closeburn,3350,wa,19110311.0,7090961,7202,345
madison,boxha ll,10.0,yanda street,kookaburra village,dapto,4703,sa,19170926.0,7262746,80984,220
robert,mccarthy,39.0,gudgenbe close,ocean sta s villas,cairns,3450,nsw,19070923.0,5234558,11162,346
isabella,theodore,269.0,churchill way,niok a,concord,2446,vic,19711102.0,2898842,84968,347
matilda,mestrov,5.0,house circuit,retiremen tvillage,taringa,3820,,19801119.0,2563135,22602,348
alexandra,petersen,40.0,tindale street,oakdale,forrestfield,2287,vic,19320810.0,9411786,45844,349
william,dowley,8.0,terewah circuit,,poolaijelo,4198,sa,19100915.0,7001131,14066,350
james,auch-schwelk,199.0,beauchamp street,minadree,san remo,6021,qld,19830702.0,4902391,63811,351
charlotte,mazurek,16.0,towns crescent,arcadia,yagoona,2222,wa,19530128.0,6767692,58366,352
andrew,rawlings,112.0,norris place,curringa,east fremantle,2063,nsw,19080327.0,9292472,24954,353
christian,white,1.0,boolee street,noss,doubleview,4352,nsw,19491125.0,2992541,52744,354
thomas,dolan,75.0,tewksbury circuit,earl haven,birkdale,3911,nsw,19210716.0,2014032,19497,355
bianca,havelberg,8.0,lavery place,summer hill,mackay north,4220,wa,19670523.0,1895447,2200,356
kopievsky,jacob,24.0,downward place,banksia village,bunbury,4671,qld,19470530.0,3777070,92804,357
oliver,pinny,75.0,groveland crescent,littledale,boondall,2565,nsw,19450830.0,6490321,63968,358
natalia,donaldson,33.0,studley street,ferngully,hawthorn,2207,vic,19610927.0,4846388,75460,359
braiden,ewald,7.0,kambah exchahnge street,petriqil,yangebup,2135,vic,19631104.0,9333629,36691,360
ciaran,nguyen,57.0,woollum street,moline village,berwick,6157,qld,19860814.0,9056035,69715,361
charlotte,vincent,9.0,,lasswade,toowoomba,4814,nsw,,1033071,32664,362
zachary,,14.0,teaklep lace,the bowery,yarram,2299,sa,19100817.0,4968103,38804,363
nell,roche,15.0,caley crescent,morris arcade,goonellabah,4870,vic,19071008.0,8899086,40336,364
meg,fauser,2.0,bimbiang crescent,garden l reek,labrador,4034,qld,,3103165,20846,365
kiandra,cowle,2.0,gatliff place,rustenubr g sth,girgarre,3995,qld,19801125.0,3328205,13789,366
paul,coleman,35.0,fisk sreet,shopping centre,north ryde,2710,sa,19940821.0,7652642,72057,367
jayde,wessthorp,15.0,,,,2770,sa,19310128.0,9654784,29376,368
william,chandler,4.0,knox street,rowethorpe,bongaree,2147,qld,19190514.0,5929018,82620,369
breeanne,dibben,6.0,collicottvcircuit,berkley lodge,loganholme,2317,nsw,19241203.0,6261894,83187,370
sophie,bullvck,6.0,boolee ystreet,,portfairy,6076,sa,19510426.0,3859714,70781,371
james,beiler,26.0,devonport street,craiglee station,corojwa,4221,vic,19050207.0,3554756,1662,372
joshua,morrison,17.0,beasle ystfeet,markool,,5097,vic,19101123.0,1294692,83432,210
daniel,coxon,8.0,downard street,homewood,laanecoorie,3128,sa,19070923.0,5430172,33673,373
william,mcclelland,45.0,sparkse close,opal cove resort,bowen mountain,6010,wa,19620103.0,1937435,91300,374
aidan,blackwell,24.0,eddy crescent,crosshills,white paltch,2211,vic,19670617.0,5406026,39431,375
ayla,benjamin,3.0,concept,bradfield street,tatura,2003,wa,,4452328,94931,376
jessica,whale,38.0,pambula street,blue shadows,surry ihlls,2541,nsw,19341001.0,6125303,79159,377
harry,tippins,86.0,bussau close,nort h arm,klemzog,4005,nws,19490706.0,7994028,13033,378
corie,hyland,,spowers circuit,,tweed heads,5084,vic,19570810.0,3236512,90303,379
stephanie,blackney,18.0,,mayfair,briar hill,3139,vic,19090220.0,9157975,88875,380
mason,worsley,12.0,waratah street,st francis vlge,bull creek,3401,nsw,19660827.0,4225051,32811,381
,matson,65.0,macphersun street,mlc centre,dural,5555,nsw,19350505.0,8969597,94865,382
bullock,holly,609.0,shepherdson place,rosedale,rose bay,2160,vic,19071006.0,1839802,98325,383
liam,toseland,6.0,,hilldale,mosn an,4702,sa,19100830.0,4439847,8673,384
bethany,cochrane,20.0,scott street,the willows,pennant hills,3160,vic,19230122.0,9211271,231,385
kyle,minards,23.0,beetaloo street,old post office,downer,3996,wa,19180430.0,9745200,15550,386
marcus,reid,290.0,geils ocurt,cambri vlge,naremburn,6020,nsw,19400624.0,3592731,61082,387
felicigy,pulford,40.0,federal highway,argyle,mayfield,4125,qld,19860610.0,2661643,96444,388
nell,rocheq,15.0,caley crescent,jalna (cnr barbato c corner,south perth,4870,vic,19071008.0,8899086,36536,364
ryleh,laundy,45.0,robinson street,hgp,lake haven,6005,vic,19880308.0,9364898,52256,389
,banasevich,124.0,grieve place,,gawler east,2400,sa,19400330.0,8359979,16050,390
jarrod,clarke,18.0,guthridge crescent,lyra park,moama,3011,qld,19070418.0,3612563,38498,391
demie,hirota,19.0,suttor street,,dulwich hill,4551,qld,19370501.0,2070669,6673,392
andrew,langrehr,287.0,chippindall circuit,sleepy pines,caves beach,3125,nsw,19000129.0,8095334,46148,393
liam,shoben,13.0,sheehy street,part sect 231,kardinya,3182,qld,19220917.0,4177703,60884,394
james,blake,8.0,barraclough crescent,homesite 3,nicholls,4215,vic,19820712.0,8720481,93954,395
sarah,large,82.0,reveley crescent,mountain view ret,bomaderry,3216,wa,19590207.0,5784875,50929,396
john,banelis,5.0,sexton street,glenhurst,auburn,3140,vic,19981006.0,8328210,34746,295
angus,rees,23.0,heato n place,panagni,new farm,6219,nsw,19220723.0,8576362,70486,84
,de paoli,15.0,neumayer street,,prospect,2452,nsw,19990313.0,1420240,3766,397
alexandra,rohleder,2.0,kurrama close,albion grove,kilmore,4218,sa,19260609.0,4210279,22439,398
taliah,millar,115.0,mayfield hill street,the blackhut,willetton,2150,vic,19980429.0,5679277,16668,399
samuel,,446.0,limestone avenue,alton heills,brunswick west,5086,qld,19120212.0,8866520,73624,297
kykee,turale,81.0,rose scott circuit,,ashfield,4226,vic,19461101.0,4783085,98978,400
emiily,brummer-archer,33.0,mackenzie street,sunbury,salisbury heights,2121,wa,19670203.0,5628066,54035,401
zarran,weaver,13.0,ainsworth street,,wyoming,2441,tas,19161121.0,6514677,43204,402
emiily,green,2.0,brebner street,,bongaree,3340,vic,19380625.0,3643883,78782,403
bayley,wickek,27.0,rushbrook circuit,,port eliot,2487,nws,19890721.0,8338862,85981,404
,stolz,257.0,dixson circuit,marella,parmelia,4655,vic,19630105.0,7233680,2354,405
mikayla,lowe,9.0,gellibrand street,jeir park,vincentia,6152,nsw,19071218.0,2642175,61949,406
anika,spicer,3.0,melr ose drive,rmbe z770,view bank,2067,nsw,19861012.0,1434508,3948,196
seth,de bono,53.0,de lissa street,aldersyde estate,elsternwick,2280,vic,19340213.0,2768343,2111,407
tenille,swiggs,,verbrugghenstreet,gallaghre hse,artaromn,7300,qld,19730510.0,6436926,70117,408
jazz,,55.0,hambidge crescent,the bight,angurugu,4170,vic,19390731.0,7164553,4993,409
jasser,wessthorp,15.0,,,gwandalan,2770,sa,19310128.0,9654784,88718,368
brigette,snoad,6.0,chandler street,on river,wangaratta,5690,nsw,19880703.0,5625214,74040,410
,wilksn,5.0,beaumont close,tyrone hills,coonabarabran,4020,nsw,19640105.0,5556499,81470,411
jake,burnell,34.0,bennelong drescent,greta main,ivanhoe,5066,nsw,19170529.0,9639692,67567,280
silas,webb,20.0,jacka crescent,shopping centre,nambour,4306,vic,19580212.0,7373672,58474,101
erin,kerslake,19.0,daintree crescent,mountain view village,woy woy,2026,nsw,19910805.0,5753438,54813,412
elia,sherriff,30.0,a'beckett street,,emerald,4280,nsw,19471027.0,9700056,98308,413
alexander,mason,19.0,ellenborough street,flinders place,windsor,2320,wa,19360210.0,9589876,96175,414
alisa,marous,13.0,belvedere,algan street,baslina,3274,qld,19061125.0,7818366,27958,415
cooper,felten,19.0,masters place,amherst village,greensborough,2250,qld,19290422.0,3396780,1441,416
campbkll,golder,12.0,affleck place,mlc centre,st alb ans,3149,qld,19960904.0,6563705,34822,417
briongy,dunstone,42.0,badham street,attunga orchard,macquariefields,3190,wa,19340729.0,7461019,50359,418
green,kasey,24.0,taroon place,trati l view,coom,3212,vic,19400105.0,8298067,56362,419
amy,chandler,,plant road,blck 1089,findon,2068,sa,19510715.0,8026179,21649,420
chelsea,banasevich,19.0,grieve bplace,bunderrjy,gawler east,2400,sa,19400330.0,8359979,52831,390
talia,leong,11.0,mortimer lewis drive,westbury,annandale,2166,sa,19900603.0,2598651,48558,421
rebecica,trenerry,38.0,ashburner street,,roxburgh park,2000,wa,19050103.0,2980023,94330,422
connor,hampton-smith,3.0,clancy street,kindilan,clare,2111,wa,19100907.0,5476174,60805,423
,morrison,66.0,quinlivan crescent,greengrove,caulfield north,4120,vic,19460909.0,3999669,78569,424
amber,held,24.0,lampard circuit,emerald garden,golden bay,2447,vic,19510806.0,3710651,43447,425
henry,bloomfied,97.0,mcdougall street,bendigo retirem ent village,rosebud,4563,wa,19321112.0,1646845,32609,426
ellen,dixon,69.0,litchfield place,,millkpark,4053,wa,19281110.0,9305219,77476,427
bailee,bevis,26.0,fitzsimmlns street,sovereing court,rochester,2620,vic,19070106.0,1266796,21927,428
blake,thiessen,16.0,kilburn close,wandarri,sandfly,2573,nsw,19241208.0,9632907,91434,429
nguyen,daniel,,castletoncrescent,,st johns park,5175,sa,19620518.0,8870477,37375,430
emma,papp-horvath,115.0,appel crescent,glen-moria,allambie,2222,nsw,19620713.0,5409983,57775,431
noah,welelr,174.0,swanto n street,morago,valentine,7305,nsw,19540118.0,7771880,68828,432
riley,wegemer,45.0,phillip a venue,walh alla,cremorne,3937,wa,19540621.0,9657253,25258,143
jacob,ryan,172.0,davidsonstreet,lakesied manor,brisbane,6167,nsw,19390210.0,9826543,58782,433
oliver,mugo,302.0,peat place,arlington,frankston,4518,qld,19101008.0,5994946,49863,133
,clarke,97.0,merfield place,the meardows,bull creek,2830,act,19210503.0,2257500,81990,434
hope,george,76.0,leahy close,,nanneella,6503,vic,19760629.0,9882299,27513,435
amy,allard,47.0,follett street,oakmont,penshurst,2121,vic,19931107.0,9211342,3546,436
caitlin,gallirhir,42.0,lanley square,cashbar,rochedale south,2790,sa,19770108.0,3809831,56561,437
andrew,gilbertson,116.0,anembo street,apt 312 the rock wall,nedlands,4702,nsw,19460513.0,1862712,38070,438
olier,durnin,7.0,davies place,fairlane estate,paddington,2042,nsw,19380406.0,3903404,42589,308
samantha,rees,93.0,oman place,locn 2192,parmelia,384,wa,19710708.0,5830377,73336,439
thomas,simmonds,17.0,,,berrimah,3136,nsw,19590127.0,2772828,16827,440
madison,everett,5.0,,rosedale,elizabeth vale,2040,wa,19880202.0,7155522,23841,441
sopihe,nguyen,26.0,namoi place,,mount colah,2550,nsw,19701117.0,2122377,82492,89
,glaws,3.0,sculptor street,green farm mates,hahndorf,2581,qld,19670317.0,3792276,60495,442
frahn,lauren,5.0,solomon crescent,stoney creek,leichhardt,2570,vic,19180701.0,3134475,97722,443
john,hamblin,27.0,claymore springs,wallace place,woy woy,6758,vci,19171215.0,1084423,45762,444
rosie,coleman,20.0,lyttleton crescent,cranbrook,plumpton,4610,nsw,19900221.0,1571899,16988,445
jared,tiller,5.0,anthony rolfe street,ellerside,oatlands,2630,sa,19850318.0,1712834,3550,446
hannagan,mikhayla,20.0,rupp lace,brentwoo dvlge,penshurst,2283,vic,19770501.0,1030769,42393,447
zachsry,hoep,64.0,costello circuit,foxlea,mosman,2280,nsw,19390217.0,2473890,60610,242
jayden,white,13.0,schwarz place,the swamp,lower templestowe,4650,nsw,19020807.0,5384541,57250,448
benedict,coleman,23.0,summerville crescent,huntawyle,avondale heights,4560,wa,19380327.0,1480351,88083,449
blake,coulson,77.0,macedonc rescent,the meadows,springwwod,5125,nsw,19490831.0,3468281,51796,450
cassandra,leonardi,62.0,clarkson street,yandar ms 582,ringwood,2281,nsw,19030404.0,2485158,78514,451
meg,lowry,36.0,elvire place,bowen park,kangaroo flat,4568,vic,19891025.0,2155627,6380,452
cameron,clarke,450.0,fihelly street,skerman chambers,,2100,nsw,19821218.0,1553578,59224,453
xavier,david,10.0,mcluckie crescent,glenbrae,murdoch,3143,sa,19320323.0,8644609,43381,454
